TIME
0.264455
0.5787015
0.1853084
1.112993
0.347207
0.4858559
0.2563942
0.639561
0.6152016
0.2904054
0.4446115
0.4282334
0.5764786
0.3585357
0.3024004
0.2741796
0.207916
0.7187907
0.5978183
0.7398326
0.308341774272453
0.208646459003705
0.240052478853359
0.2729228
0.3213672
0.3538898
0.379960167712591
1.056259
0.2349784
0.5206988
0.7203062
0.4970209
0.3840639
0.2078829
